0,1,2,3,4,5,6,7,y
44,44,44,44,61,53,53,53,49
44,44,44,61,53,53,53,49,51
44,44,61,53,53,53,49,51,49
44,61,53,53,53,49,51,49,53
61,53,53,53,49,51,49,53,49
53,53,53,49,51,49,53,49,53
53,53,49,51,49,53,49,53,44
53,49,51,49,53,49,53,44,53
49,51,49,53,49,53,44,53,44
51,49,53,49,53,44,53,44,65
49,53,49,53,44,53,44,65,68
53,49,53,44,53,44,65,68,44
49,53,44,53,44,65,68,44,53
53,44,53,44,65,68,44,53,73
44,53,44,65,68,44,53,73,61
53,44,65,68,44,53,73,61,45
44,65,68,44,53,73,61,45,53
65,68,44,53,73,61,45,53,53
68,44,53,73,61,45,53,53,49
44,53,73,61,45,53,53,49,49
53,73,61,45,53,53,49,49,44
73,61,45,53,53,49,49,44,68
61,45,53,53,49,49,44,68,54
45,53,53,49,49,44,68,54,51
53,53,49,49,44,68,54,51,54
53,49,49,44,68,54,51,54,51
49,49,44,68,54,51,54,51,54
49,44,68,54,51,54,51,54,45
44,68,54,51,54,51,54,45,54
68,54,51,54,51,54,45,54,45
54,51,54,51,54,45,54,45,45
51,54,51,54,45,54,45,45,54
54,51,54,45,54,45,45,54,66
51,54,45,54,45,45,54,66,63
54,45,54,45,45,54,66,63,54
45,54,45,45,54,66,63,54,69
54,45,45,54,66,63,54,69,51
45,45,54,66,63,54,69,51,54
45,54,66,63,54,69,51,54,51
54,66,63,54,69,51,54,51,51
66,63,54,69,51,54,51,51,54
63,54,69,51,54,51,51,54,46
54,69,51,54,51,51,54,46,54
69,51,54,51,51,54,46,54,58
51,54,51,51,54,46,54,58,54
54,51,51,54,46,54,58,54,51
51,51,54,46,54,58,54,51,63
51,54,46,54,58,54,51,63,51
54,46,54,58,54,51,63,51,46
46,54,58,54,51,63,51,46,54
54,58,54,51,63,51,46,54,46
58,54,51,63,51,46,54,46,54
54,51,63,51,46,54,46,54,51
51,63,51,46,54,46,54,51,54
63,51,46,54,46,54,51,54,51
51,46,54,46,54,51,54,51,75
46,54,46,54,51,54,51,75,54
54,46,54,51,54,51,75,54,51
46,54,51,54,51,75,54,51,54
54,51,54,51,75,54,51,54,46
51,54,51,75,54,51,54,46,63
54,51,75,54,51,54,46,63,54
51,75,54,51,54,46,63,54,51
75,54,51,54,46,63,54,51,54
54,51,54,46,63,54,51,54,46
51,54,46,63,54,51,54,46,51
54,46,63,54,51,54,46,51,75
46,63,54,51,54,46,51,75,47
63,54,51,54,46,51,75,47,59
54,51,54,46,51,75,47,59,63
51,54,46,51,75,47,59,63,63
54,46,51,75,47,59,63,63,63
46,51,75,47,59,63,63,63,66
51,75,47,59,63,63,63,66,63
75,47,59,63,63,63,66,63,63
47,59,63,63,63,66,63,63,63
59,63,63,63,66,63,63,63,63
63,63,63,66,63,63,63,63,54
63,63,66,63,63,63,63,54,63
63,66,63,63,63,63,54,63,51
66,63,63,63,63,54,63,51,63
63,63,63,63,54,63,51,63,58
63,63,63,54,63,51,63,58,63
63,63,54,63,51,63,58,63,66
63,54,63,51,63,58,63,66,47
54,63,51,63,58,63,66,47,59
63,51,63,58,63,66,47,59,66
51,63,58,63,66,47,59,66,46
63,58,63,66,47,59,66,46,63
58,63,66,47,59,66,46,63,63
63,66,47,59,66,46,63,63,47
66,47,59,66,46,63,63,47,66
47,59,66,46,63,63,47,66,58
59,66,46,63,63,47,66,58,66
66,46,63,63,47,66,58,66,64
46,63,63,47,66,58,66,64,66
63,63,47,66,58,66,64,66,66
63,47,66,58,66,64,66,66,64
47,66,58,66,64,66,66,64,66
66,58,66,64,66,66,64,66,49
58,66,64,66,66,64,66,49,46
66,64,66,66,64,66,49,46,66
64,66,66,64,66,49,46,66,54
66,66,64,66,49,46,66,54,64
66,64,66,49,46,66,54,64,61
64,66,49,46,66,54,64,61,66
66,49,46,66,54,64,61,66,66
49,46,66,54,64,61,66,66,58
46,66,54,64,61,66,66,58,66
66,54,64,61,66,66,58,66,49
54,64,61,66,66,58,66,49,64
64,61,66,66,58,66,49,64,46
61,66,66,58,66,49,64,46,66
66,66,58,66,49,64,46,66,45
66,58,66,49,64,46,66,45,67
58,66,49,64,46,66,45,67,67
66,49,64,46,66,45,67,67,67
49,64,46,66,45,67,67,67,67
64,46,66,45,67,67,67,67,64
46,66,45,67,67,67,67,64,64
66,45,67,67,67,67,64,64,67
45,67,67,67,67,64,64,67,64
67,67,67,67,64,64,67,64,49
67,67,67,64,64,67,64,49,61
67,67,64,64,67,64,49,61,61
67,64,64,67,64,49,61,61,56
64,64,67,64,49,61,61,56,61
64,67,64,49,61,61,56,61,61
67,64,49,61,61,56,61,61,52
64,49,61,61,56,61,61,52,64
49,61,61,56,61,61,52,64,67
61,61,56,61,61,52,64,67,64
61,56,61,61,52,64,67,64,57
56,61,61,52,64,67,64,57,49
61,61,52,64,67,64,57,49,67
61,52,64,67,64,57,49,67,44
52,64,67,64,57,49,67,44,60
64,67,64,57,49,67,44,60,60
67,64,57,49,67,44,60,60,65
64,57,49,67,44,60,60,65,65
57,49,67,44,60,60,65,65,65
49,67,44,60,60,65,65,65,60
67,44,60,60,65,65,65,60,48
44,60,60,65,65,65,60,48,65
60,60,65,65,65,60,48,65,55
60,65,65,65,60,48,65,55,60
65,65,65,60,48,65,55,60,65
65,65,60,48,65,55,60,65,53
65,60,48,65,55,60,65,53,65
60,48,65,55,60,65,53,65,65
48,65,55,60,65,53,65,65,65
65,55,60,65,53,65,65,65,56
55,60,65,53,65,65,65,56,44
60,65,53,65,65,65,56,44,65
65,53,65,65,65,56,44,65,60
53,65,65,65,56,44,65,60,60
65,65,65,56,44,65,60,60,60
65,65,56,44,65,60,60,60,55
65,56,44,65,60,60,60,55,65
56,44,65,60,60,60,55,65,62
44,65,60,60,60,55,65,62,62
65,60,60,60,55,65,62,62,62
60,60,60,55,65,62,62,62,65
60,60,55,65,62,62,62,65,59
60,55,65,62,62,62,65,59,31
55,65,62,62,62,65,59,31,43
65,62,62,62,65,59,31,43,47
62,62,62,65,59,31,43,47,62
62,62,65,59,31,43,47,62,54
62,65,59,31,43,47,62,54,65
65,59,31,43,47,62,54,65,62
59,31,43,47,62,54,65,62,50
31,43,47,62,54,65,62,50,62
43,47,62,54,65,62,50,62,62
47,62,54,65,62,50,62,62,59
62,54,65,62,50,62,62,59,59
54,65,62,50,62,62,59,59,59
65,62,50,62,62,59,59,59,55
62,50,62,62,59,59,59,55,65
50,62,62,59,59,59,55,65,58
62,62,59,59,59,55,65,58,65
62,59,59,59,55,65,58,65,65
59,59,59,55,65,58,65,65,43
59,59,55,65,58,65,65,43,42
59,55,65,58,65,65,43,42,50
55,65,58,65,65,43,42,50,54
65,58,65,65,43,42,50,54,58
58,65,65,43,42,50,54,58,63
65,65,43,42,50,54,58,63,63
65,43,42,50,54,58,63,63,63
43,42,50,54,58,63,63,63,58
42,50,54,58,63,63,63,58,46
50,54,58,63,63,63,58,46,63
54,58,63,63,63,58,46,63,42
58,63,63,63,58,46,63,42,63
63,63,63,58,46,63,42,63,51
63,63,58,46,63,42,63,51,58
63,58,46,63,42,63,51,58,54
58,46,63,42,63,51,58,54,63
46,63,42,63,51,58,54,63,63
63,42,63,51,58,54,63,63,53
42,63,51,58,54,63,63,53,58
63,51,58,54,63,63,53,58,63
51,58,54,63,63,53,58,63,63
58,54,63,63,53,58,63,63,46
54,63,63,53,58,63,63,46,42
63,63,53,58,63,63,46,42,63
63,53,58,63,63,46,42,63,63
53,58,63,63,46,42,63,63,61
58,63,63,46,42,63,63,61,63
63,63,46,42,63,63,61,63,52
63,46,42,63,63,61,63,52,42
46,42,63,63,61,63,52,42,54
42,63,63,61,63,52,42,54,54
63,63,61,63,52,42,54,54,61
63,61,63,52,42,54,54,61,61
61,63,52,42,54,54,61,61,51
63,52,42,54,54,61,61,51,59
52,42,54,54,61,61,51,59,42
42,54,54,61,61,51,59,42,61
54,54,61,61,51,59,42,61,59
54,61,61,51,59,42,61,59,59
61,61,51,59,42,61,59,59,49
61,51,59,42,61,59,59,49,58
51,59,42,61,59,59,49,58,66
59,42,61,59,59,49,58,66,52
42,61,59,59,49,58,66,52,42
61,59,59,49,58,66,52,42,54
59,59,49,58,66,52,42,54,64
59,49,58,66,52,42,54,64,64
49,58,66,52,42,54,64,64,64
58,66,52,42,54,64,64,64,47
66,52,42,54,64,64,64,47,64
52,42,54,64,64,64,47,64,63
42,54,64,64,64,47,64,63,63
54,64,64,64,47,64,63,63,42
64,64,64,47,64,63,63,42,49
64,64,47,64,63,63,42,49,58
64,47,64,63,63,42,49,58,66
47,64,63,63,42,49,58,66,63
64,63,63,42,49,58,66,63,52
63,63,42,49,58,66,63,52,50
63,42,49,58,66,63,52,50,42
42,49,58,66,63,52,50,42,63
49,58,66,63,52,50,42,63,61
58,66,63,52,50,42,63,61,61
66,63,52,50,42,63,61,61,61
63,52,50,42,63,61,61,61,61
52,50,42,63,61,61,61,61,47
50,42,63,61,61,61,61,47,59
42,63,61,61,61,61,47,59,59
63,61,61,61,61,47,59,59,59
61,61,61,61,47,59,59,59,42
61,61,61,47,59,59,59,42,49
61,61,47,59,59,59,42,49,66
61,47,59,59,59,42,49,66,64
47,59,59,59,42,49,66,64,64
59,59,59,42,49,66,64,64,64
59,59,42,49,66,64,64,64,58
59,42,49,66,64,64,64,58,50
42,49,66,64,64,64,58,50,42
49,66,64,64,64,58,50,42,64
66,64,64,64,58,50,42,64,62
64,64,64,58,50,42,64,62,62
64,64,58,50,42,64,62,62,62
64,58,50,42,64,62,62,62,43
58,50,42,64,62,62,62,43,47
50,42,64,62,62,62,43,47,59
42,64,62,62,62,43,47,59,42
64,62,62,62,43,47,59,42,49
62,62,62,43,47,59,42,49,62
62,62,43,47,59,42,49,62,62
62,43,47,59,42,49,62,62,62
43,47,59,42,49,62,62,62,62
47,59,42,49,62,62,62,62,62
59,42,49,62,62,62,62,62,62
42,49,62,62,62,62,62,62,55
49,62,62,62,62,62,62,55,43
62,62,62,62,62,62,55,43,62
62,62,62,62,62,55,43,62,62
62,62,62,62,55,43,62,62,62
62,62,62,55,43,62,62,62,62
62,62,55,43,62,62,62,62,62
62,55,43,62,62,62,62,62,62
55,43,62,62,62,62,62,62,62
43,62,62,62,62,62,62,62,62
62,62,62,62,62,62,62,62,38
62,62,62,62,62,62,62,38,40
62,62,62,62,62,62,38,40,43
62,62,62,62,62,38,40,43,45
62,62,62,62,38,40,43,45,42
62,62,62,38,40,43,45,42,59
62,62,38,40,43,45,42,59,42
62,38,40,43,45,42,59,42,43
38,40,43,45,42,59,42,43,62
40,43,45,42,59,42,43,62,62
43,45,42,59,42,43,62,62,62
45,42,59,42,43,62,62,62,59
42,59,42,43,62,62,62,59,62
59,42,43,62,62,62,59,62,38
42,43,62,62,62,59,62,38,40
43,62,62,62,59,62,38,40,45
62,62,62,59,62,38,40,45,42
62,62,59,62,38,40,45,42,43
62,59,62,38,40,45,42,43,42
59,62,38,40,45,42,43,42,43
62,38,40,45,42,43,42,43,62
38,40,45,42,43,42,43,62,40
40,45,42,43,42,43,62,40,43
45,42,43,42,43,62,40,43,42
42,43,42,43,62,40,43,42,43
43,42,43,62,40,43,42,43,38
42,43,62,40,43,42,43,38,40
43,62,40,43,42,43,38,40,62
62,40,43,42,43,38,40,62,42
40,43,42,43,38,40,62,42,45
43,42,43,38,40,62,42,45,43
42,43,38,40,62,42,45,43,43
43,38,40,62,42,45,43,43,45
38,40,62,42,45,43,43,45,42
40,62,42,45,43,43,45,42,59
62,42,45,43,43,45,42,59,55
42,45,43,43,45,42,59,55,57
45,43,43,45,42,59,55,57,62
43,43,45,42,59,55,57,62,59
43,45,42,59,55,57,62,59,62
45,42,59,55,57,62,59,62,59
42,59,55,57,62,59,62,59,60
59,55,57,62,59,62,59,60,43
55,57,62,59,62,59,60,43,67
57,62,59,62,59,60,43,67,69
62,59,62,59,60,43,67,69,74
59,62,59,60,43,67,69,74,71
62,59,60,43,67,69,74,71,79
59,60,43,67,69,74,71,79,83
60,43,67,69,74,71,79,83,86
43,67,69,74,71,79,83,86,84
67,69,74,71,79,83,86,84,71
69,74,71,79,83,86,84,71,72
74,71,79,83,86,84,71,72,81
71,79,83,86,84,71,72,81,83
79,83,86,84,71,72,81,83,81
83,86,84,71,72,81,83,81,79
86,84,71,72,81,83,81,79,80
84,71,72,81,83,81,79,80,78
71,72,81,83,81,79,80,78,55
72,81,83,81,79,80,78,55,77
81,83,81,79,80,78,55,77,84
83,81,79,80,78,55,77,84,71
81,79,80,78,55,77,84,71,70
79,80,78,55,77,84,71,70,73
80,78,55,77,84,71,70,73,74
78,55,77,84,71,70,73,74,73
55,77,84,71,70,73,74,73,59
77,84,71,70,73,74,73,59,58
84,71,70,73,74,73,59,58,71
71,70,73,74,73,59,58,71,74
70,73,74,73,59,58,71,74,59
73,74,73,59,58,71,74,59,73
74,73,59,58,71,74,59,73,61
73,59,58,71,74,59,73,61,55
59,58,71,74,59,73,61,55,77
58,71,74,59,73,61,55,77,62
71,74,59,73,61,55,77,62,70
74,59,73,61,55,77,62,70,62
59,73,61,55,77,62,70,62,69
73,61,55,77,62,70,62,69,67
61,55,77,62,70,62,69,67,55
55,77,62,70,62,69,67,55,71
77,62,70,62,69,67,55,71,59
62,70,62,69,67,55,71,59,66
70,62,69,67,55,71,59,66,61
62,69,67,55,71,59,66,61,74
69,67,55,71,59,66,61,74,58
67,55,71,59,66,61,74,58,71
55,71,59,66,61,74,58,71,61
71,59,66,61,74,58,71,61,73
59,66,61,74,58,71,61,73,70
66,61,74,58,71,61,73,70,59
61,74,58,71,61,73,70,59,55
74,58,71,61,73,70,59,55,71
58,71,61,73,70,59,55,71,61
71,61,73,70,59,55,71,61,70
61,73,70,59,55,71,61,70,78
73,70,59,55,71,61,70,78,76
70,59,55,71,61,70,78,76,42
59,55,71,61,70,78,76,42,47
55,71,61,70,78,76,42,47,38
71,61,70,78,76,42,47,38,74
61,70,78,76,42,47,38,74,66
70,78,76,42,47,38,74,66,73
78,76,42,47,38,74,66,73,50
76,42,47,38,74,66,73,50,42
42,47,38,74,66,73,50,42,73
47,38,74,66,73,50,42,73,53
38,74,66,73,50,42,73,53,62
74,66,73,50,42,73,53,62,70
66,73,50,42,73,53,62,70,74
73,50,42,73,53,62,70,74,62
50,42,73,53,62,70,74,62,74
42,73,53,62,70,74,62,74,61
73,53,62,70,74,62,74,61,70
53,62,70,74,62,74,61,70,66
62,70,74,62,74,61,70,66,66
70,74,62,74,61,70,66,66,71
74,62,74,61,70,66,66,71,38
62,74,61,70,66,66,71,38,59
74,61,70,66,66,71,38,59,59
61,70,66,66,71,38,59,59,54
70,66,66,71,38,59,59,54,62
66,66,71,38,59,59,54,62,47
66,71,38,59,59,54,62,47,62
71,38,59,59,54,62,47,62,42
38,59,59,54,62,47,62,42,54
59,59,54,62,47,62,42,54,59
59,54,62,47,62,42,54,59,38
54,62,47,62,42,54,59,38,59
62,47,62,42,54,59,38,59,62
47,62,42,54,59,38,59,62,62
62,42,54,59,38,59,62,62,54
42,54,59,38,59,62,62,54,59
54,59,38,59,62,62,54,59,42
59,38,59,62,62,54,59,42,38
38,59,62,62,54,59,42,38,54
59,62,62,54,59,42,38,54,54
62,62,54,59,42,38,54,54,59
62,54,59,42,38,54,54,59,62
54,59,42,38,54,54,59,62,62
59,42,38,54,54,59,62,62,59
42,38,54,54,59,62,62,59,54
38,54,54,59,62,62,59,54,42
54,54,59,62,62,59,54,42,66
54,59,62,62,59,54,42,66,66
59,62,62,59,54,42,66,66,54
62,62,59,54,42,66,66,54,61
62,59,54,42,66,66,54,61,42
59,54,42,66,66,54,61,42,61
54,42,66,66,54,61,42,61,58
42,66,66,54,61,42,61,58,66
66,66,54,61,42,61,58,66,61
66,54,61,42,61,58,66,61,66
54,61,42,61,58,66,61,66,66
61,42,61,58,66,61,66,66,50
42,61,58,66,61,66,66,50,57
61,58,66,61,66,66,50,57,66
58,66,61,66,66,50,57,66,54
66,61,66,66,50,57,66,54,57
61,66,66,50,57,66,54,57,54
66,66,50,57,66,54,57,54,57
66,50,57,66,54,57,54,57,50
50,57,66,54,57,54,57,50,57
57,66,54,57,54,57,50,57,66
66,54,57,54,57,50,57,66,50
54,57,54,57,50,57,66,50,57
57,54,57,50,57,66,50,57,50
54,57,50,57,66,50,57,50,55
57,50,57,66,50,57,50,55,52
50,57,66,50,57,50,55,52,61
57,66,50,57,50,55,52,61,64
66,50,57,50,55,52,61,64,61
50,57,50,55,52,61,64,61,67
57,50,55,52,61,64,61,67,67
50,55,52,61,64,61,67,67,52
55,52,61,64,61,67,67,52,54
52,61,64,61,67,67,52,54,61
61,64,61,67,67,52,54,61,54
64,61,67,67,52,54,61,54,62
61,67,67,52,54,61,54,62,43
67,67,52,54,61,54,62,43,55
67,52,54,61,54,62,43,55,67
52,54,61,54,62,43,55,67,66
54,61,54,62,43,55,67,66,64
61,54,62,43,55,67,66,64,55
54,62,43,55,67,66,64,55,52
62,43,55,67,66,64,55,52,50
43,55,67,66,64,55,52,50,67
55,67,66,64,55,52,50,67,52
67,66,64,55,52,50,67,52,64
66,64,55,52,50,67,52,64,54
64,55,52,50,67,52,64,54,61
55,52,50,67,52,64,54,61,52
52,50,67,52,64,54,61,52,45
50,67,52,64,54,61,52,45,54
67,52,64,54,61,52,45,54,57
52,64,54,61,52,45,54,57,62
64,54,61,52,45,54,57,62,64
54,61,52,45,54,57,62,64,64
61,52,45,54,57,62,64,64,69
52,45,54,57,62,64,64,69,66
45,54,57,62,64,64,69,66,62
54,57,62,64,64,69,66,62,71
57,62,64,64,69,66,62,71,73
62,64,64,69,66,62,71,73,74
64,64,69,66,62,71,73,74,76
64,69,66,62,71,73,74,76,62
69,66,62,71,73,74,76,62,69
66,62,71,73,74,76,62,69,66
62,71,73,74,76,62,69,66,69
71,73,74,76,62,69,66,69,78
73,74,76,62,69,66,69,78,69
74,76,62,69,66,69,78,69,78
76,62,69,66,69,78,69,78,62
62,69,66,69,78,69,78,62,62
69,66,69,78,69,78,62,62,69
66,69,78,69,78,62,62,69,67
69,78,69,78,62,62,69,67,66
78,69,78,62,62,69,67,66,73
69,78,62,62,69,67,66,73,79
78,62,62,69,67,66,73,79,79
62,62,69,67,66,73,79,79,78
62,69,67,66,73,79,79,78,64
69,67,66,73,79,79,78,64,73
67,66,73,79,79,78,64,73,64
66,73,79,79,78,64,73,64,66
73,79,79,78,64,73,64,66,73
79,79,78,64,73,64,66,73,62
79,78,64,73,64,66,73,62,67
78,64,73,64,66,73,62,67,74
64,73,64,66,73,62,67,74,55
73,64,66,73,62,67,74,55,67
64,66,73,62,67,74,55,67,64
66,73,62,67,74,55,67,64,67
73,62,67,74,55,67,64,67,79
62,67,74,55,67,64,67,79,57
67,74,55,67,64,67,79,57,71
74,55,67,64,67,79,57,71,76
55,67,64,67,79,57,71,76,66
67,64,67,79,57,71,76,66,74
64,67,79,57,71,76,66,74,78
67,79,57,71,76,66,74,78,66
79,57,71,76,66,74,78,66,69
57,71,76,66,74,78,66,69,67
71,76,66,74,78,66,69,67,78
76,66,74,78,66,69,67,78,69
66,74,78,66,69,67,78,69,66
74,78,66,69,67,78,69,66,74
78,66,69,67,78,69,66,74,71
66,69,67,78,69,66,74,71,74
69,67,78,69,66,74,71,74,73
67,78,69,66,74,71,74,73,67
78,69,66,74,71,74,73,67,66
69,66,74,71,74,73,67,66,64
66,74,71,74,73,67,66,64,50
74,71,74,73,67,66,64,50,69
71,74,73,67,66,64,50,69,71
74,73,67,66,64,50,69,71,67
73,67,66,64,50,69,71,67,57
67,66,64,50,69,71,67,57,54
66,64,50,69,71,67,57,54,57
64,50,69,71,67,57,54,57,54
50,69,71,67,57,54,57,54,57
69,71,67,57,54,57,54,57,66
71,67,57,54,57,54,57,66,50
67,57,54,57,54,57,66,50,50
57,54,57,54,57,66,50,50,57
54,57,54,57,66,50,50,57,50
57,54,57,66,50,50,57,50,55
54,57,66,50,50,57,50,55,61
57,66,50,50,57,50,55,61,61
66,50,50,57,50,55,61,61,52
50,50,57,50,55,61,61,52,67
50,57,50,55,61,61,52,67,67
57,50,55,61,61,52,67,67,52
50,55,61,61,52,67,67,52,54
55,61,61,52,67,67,52,54,61
61,61,52,67,67,52,54,61,54
61,52,67,67,52,54,61,54,43
52,67,67,52,54,61,54,43,55
67,67,52,54,61,54,43,55,52
67,52,54,61,54,43,55,52,66
52,54,61,54,43,55,52,66,64
54,61,54,43,55,52,66,64,62
61,54,43,55,52,66,64,62,67
54,43,55,52,66,64,62,67,50
43,55,52,66,64,62,67,50,52
55,52,66,64,62,67,50,52,67
52,66,64,62,67,50,52,67,55
66,64,62,67,50,52,67,55,64
64,62,67,50,52,67,55,64,57
62,67,50,52,67,55,64,57,61
67,50,52,67,55,64,57,61,52
50,52,67,55,64,57,61,52,45
52,67,55,64,57,61,52,45,45
67,55,64,57,61,52,45,45,54
55,64,57,61,52,45,45,54,62
64,57,61,52,45,45,54,62,45
57,61,52,45,45,54,62,45,62
61,52,45,45,54,62,45,62,64
52,45,45,54,62,45,62,64,66
45,45,54,62,45,62,64,66,45
45,54,62,45,62,64,66,45,69
54,62,45,62,64,66,45,69,71
62,45,62,64,66,45,69,71,73
45,62,64,66,45,69,71,73,74
62,64,66,45,69,71,73,74,76
64,66,45,69,71,73,74,76,62
66,45,69,71,73,74,76,62,78
45,69,71,73,74,76,62,78,69
69,71,73,74,76,62,78,69,66
71,73,74,76,62,78,69,66,69
73,74,76,62,78,69,66,69,69
74,76,62,78,69,66,69,69,69
76,62,78,69,66,69,69,69,62
62,78,69,66,69,69,69,62,78
78,69,66,69,69,69,62,78,78
69,66,69,69,69,62,78,78,62
66,69,69,69,62,78,78,62,78
69,69,69,62,78,78,62,78,69
69,69,62,78,78,62,78,69,62
69,62,78,78,62,78,69,62,67
62,78,78,62,78,69,62,67,79
78,78,62,78,69,62,67,79,79
78,62,78,69,62,67,79,79,76
62,78,69,62,67,79,79,76,64
78,69,62,67,79,79,76,64,64
69,62,67,79,79,76,64,64,73
62,67,79,79,76,64,64,73,73
67,79,79,76,64,64,73,73,73
79,79,76,64,64,73,73,73,66
79,76,64,64,73,73,73,66,55
76,64,64,73,73,73,66,55,67
64,64,73,73,73,66,55,67,79
64,73,73,73,66,55,67,79,67
73,73,73,66,55,67,79,67,76
73,73,66,55,67,79,67,76,78
73,66,55,67,79,67,76,78,71
66,55,67,79,67,76,78,71,57
55,67,79,67,76,78,71,57,74
67,79,67,76,78,71,57,74,64
79,67,76,78,71,57,74,64,66
67,76,78,71,57,74,64,66,62
76,78,71,57,74,64,66,62,79
78,71,57,74,64,66,62,79,74
71,57,74,64,66,62,79,74,67
57,74,64,66,62,79,74,67,69
74,64,66,62,79,74,67,69,73
64,66,62,79,74,67,69,73,62
66,62,79,74,67,69,73,62,69
62,79,74,67,69,73,62,69,74
79,74,67,69,73,62,69,74,57
74,67,69,73,62,69,74,57,66
67,69,73,62,69,74,57,66,69
69,73,62,69,74,57,66,69,69
73,62,69,74,57,66,69,69,68
62,69,74,57,66,69,69,68,71
69,74,57,66,69,69,68,71,69
74,57,66,69,69,68,71,69,79
57,66,69,69,68,71,69,79,79
66,69,69,68,71,69,79,79,69
69,69,68,71,69,79,79,69,78
69,68,71,69,79,79,69,78,78
68,71,69,79,79,69,78,78,69
71,69,79,79,69,78,78,69,73
69,79,79,69,78,78,69,73,76
79,79,69,78,78,69,73,76,69
79,69,78,78,69,73,76,69,68
69,78,78,69,73,76,69,68,71
78,78,69,73,76,69,68,71,69
78,69,73,76,69,68,71,69,69
69,73,76,69,68,71,69,69,67
73,76,69,68,71,69,69,67,67
76,69,68,71,69,69,67,67,69
69,68,71,69,69,67,67,69,66
68,71,69,69,67,67,69,66,66
71,69,69,67,67,69,66,66,67
69,69,67,67,69,66,66,67,69
69,67,67,69,66,66,67,69,64
67,67,69,66,66,67,69,64,68
67,69,66,66,67,69,64,68,61
69,66,66,67,69,64,68,61,71
66,66,67,69,64,68,61,71,69
66,67,69,64,68,61,71,69,71
67,69,64,68,61,71,69,71,74
